nokontrak;Merk;ModelName;Tipe;Tahun;Warna;cc;KodeDaerah;BalaiLelang;lokasi;Transmisi;kilometer1;kilometer2;SaleDate;saleprice;grade_overrall_csis;note_csis;Brand_Norm;Model_Norm;Transmission_Norm;Year;CC_Norm;Type_Norm;lelang_price;main_type_Norm;type_tags_Norm
9483708250001;SUZUKI;BALENO;BALENO 1MIFS (4X2) M/T;2020;PUTIH METALIK;1400;W;IBID SURABAYA;SURABAYA;MANUAL;139217;>100k;2026-01-17;126000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -APAR TIDAK ADA|;suzuki;baleno;manual;2020;1.4;1mifs 4x2 m t;126000000;M;4x2
9483708444001;TOYOTA;NEW AVANZA;NEW AVANZA VELOZ 1.5 A/T;2014;SILVER METALIK;1495;L;AUKSI SURABAYA;SURABAYA;AUTOMATIC;165320;>100k;2025-03-07;106000000;GOOD;-BAMPER,PINTU, SPAKBOR, BODY BARET DAN RENGGANG -KURSI DEPAN BELAKANG TERDAPAT SOBEK -SPION BARET -SPAKBOR BELAKANG KANAN PENYOK|;toyota;avanza;automatic;2012;1.5;new veloz a t;67500000;veloz;
9483708523001;DAIHATSU;SIGRA;SIGRA B400RS-GMDEJ 1.0 M MT;2018;HITAM;1000;L;TRIBIK SURABAYA;SURABAYA;MANUAL;151883;>100k;2025-11-27;69000000;BAD;-BEMPER BARET DALAM, PENYOK DAN RENGGANG -SELURUH BODY BARET DAN PENYOK DALAM  -4 BAN PEMAKAIAN TIPIS DAN PECAH-PECAH  -BAN SEREP SOBEK  -HEAD UNIT TIDAK BERFUNGSI  -POWER WINDOW DEPAN KIRI TIDAK BERFUNGSI  -INDIKATOR MESIN MENYALA DAN BOCOR OLI |-APAR TIDAK ADA  -ALARM TIDAK BERFUNGSI -CAT BODY RUSAK ;daihatsu;sigra;manual;2021;1;b400rs gmdej m;83000000;M;
9483708623001;TOYOTA;KIJANG INNOVA;KIJANG INNOVA 2.0 G A/T;2019;HITAM METALIK;1998;W;JBA JOGJA;JOGJA;AUTOMATIC;101842;>100k;2026-07-30;189000000;VERY_GOOD;Nopol palsu  W 1331 XG, Body baret halus|;toyota;kijang innova;automatic;2016;2;g a t;160000000;G;
9483708644001;TOYOTA;AGYA;AGYA 1.0 G M/T;2014;BIRU METALIK;1000;L;TRIBIK SURABAYA;SURABAYA;MANUAL;140586;>100k;2026-07-23;60500000;GOOD;nopol palsu W 1706 DQ, nopol asli L 1011 AK velg gantian pintu kanan belakang baret penyok bodi baret bemper baret spet kaca sen spion kanan pecah|;toyota;agya;manual;2017;1;g m t;56000000;G;
9483708647001;HONDA;BRIO;BRIO SATYA DD1 1.2 E M/T CKD;2017;MERAH;1200;S;TRIBIK SURABAYA;SURABAYA;MANUAL;100064;>100k;2025-07-10;95500000;BAD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -BAN DEPAN KANAN KIRI & BAN SEREP TIPIS & PECAH PECAH -MESIN BOCOR OLI|;honda;brio;manual;2018;1.2;satya dd1 e m t ckd;75000000;E;satya
9483708842001;MITSUBISHI;OUTLANDER;OUTLANDER SPORT 2.0 L PX-E (4X2) AT;2016;PUTIH MUTIARA;2000;W;AUKSI SURABAYA;SURABAYA;AUTOMATIC;137516;>100k;2025-10-31;112500000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -APAR TIDAK ADA|;mitsubishi;outlander;automatic;2016;2;sport px e 4x2;110000000;E;4x2, px, sport
9483708861001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2018;ORANYE METALIK;1197;L;IBID SURABAYA;SURABAYA;MANUAL;152771;>100k;2025-11-26;78500000;GOOD;-BUMPER BARET DALAM, BANYAK KECIL DAN RENGGANG  -SELURUH BODY BARET DAN PENYOK KECIL  -COVER SPION KANAN PECAH  -4 BAN TIPIS  -LAMPU BELAKANG KIRI MATI  -APAR TIDAK ADA|;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9483708921001;TOYOTA;AGYA;AGYA 1.0 E M/T;2016;PUTIH;1000;L;ALTO SURABAYA;SURABAYA;MANUAL;170056;>100k;2025-10-23;60500000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -BODY KIRI PENYOK & BARET DALAM -LAMPU REM BELAKANG KANAN MATI -BAN SEREP BOCOR -APAR TIDAK ADA|;toyota;agya;manual;2014;1;e m t;51500000;E;
9483708953001;DAIHATSU;SIGRA;SIGRA B401RS-GMZFJ 1.2 R MT;2017;MERAH SOLID;1200;L;TRIBIK SURABAYA;SURABAYA;MANUAL;71338;60k-100k;2025-07-24;77000000;BAD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -BAN DEPAN KANAN TIPIS & PECAH PECAH -BAN SEREP BOCOR -MESIN BOCOR OLI|;daihatsu;sigra;manual;2018;1.2;b401rs gmzfj r;85500000;R;
9483708989001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2020;SILVER METALIK;1197;W;AUKSI SURABAYA;SURABAYA;MANUAL;151582;>100k;2025-08-26;96500000;BAD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK -BAN SEREP BOCOR -MESIN BOCOR OLI -AKI SOAK -APAR TIDAK ADA|;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9483709110001;DAIHATSU;XENIA;XENIA 1.3 X M/T F653RV GMRFJ;2016;PUTIH;1329;L;TRIBIK SURABAYA;SURABAYA;MANUAL;111541;>100k;2025-07-24;95500000;BAD;-LAMPU DEPAN KIRI MATI -SELURUH BODY BARET -KAP MESIN TERDAPAT STIKER HITAM METALIK -TARIKAN MESIN BERAT DAN BOCOR OLI|;daihatsu;xenia;manual;2019;1.3;x m t f653rv gmrfj;95000000;X;
9483709114001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2017;MERAH;1197;W;AUKSI SURABAYA;SURABAYA;MANUAL;216206;>100k;2025-08-19;80000000;BAD;-BAMPER BARET DALAM PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK -LAMPU DEPAN KIRI MATI -BAN BELAKANG KANAN & BAN SEREP TIPIS & PECAH-PECAH -AC TIDAK DINGIN -MESIN BOCOR OLI -APAR TIDAK ADA;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9483709137001;SUZUKI;KARIMUN;KARIMUN A1J310F GL (4X2) M/T;2014;ABU ABU METALIK;998;W;IBID SURABAYA;SURABAYA;MANUAL;127405;>100k;2025-05-14;62000000;GOOD;-SELURUH BODY BARET -BAN SEREP KEMPES DAN RUSAK|;suzuki;karimun;manual;2018;1;a1j310f gl 4x2 m t;60000000;gl;4x2
9483709158001;TOYOTA;AVANZA;AVANZA 1.3 G M/T;2015;HITAM METALIK;1329;L;TRIBIK SURABAYA;SURABAYA;MANUAL;190291;>100k;2026-06-02;90000000;BAD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SPAKBOR & BAMPER DEPAN KANAN PENYOK DALAM & BEKAS TABRAK -SELURUH BODY BARET & PENYOK -ALARM TIDAK BERFUNGSI -LAMPU DEPAN KANAN REDUP -SPION KANAN KACA PECAH -SEMUA BAN PEMAKAIAN TIPIS|-COVER LAMPU BELAKANG KANAN RETAK -CENTRAL LOCK TIDAK BERFUNGSI -MESIN BOCOR OLI -AKI SOAK -APAR TIDAK ADA -POWER WINDOW DEPAN SOPIR TIDAK BERFUNGSI/TIDAK BISA DI TUTUP;toyota;avanza;manual;2013;1.3;g m t;59000000;G;
9483709234001;TOYOTA;CALYA;B401RA-GMQFJ CALYA 1.2 E M/T;2019;PUTIH;1197;L;TRIBIK SURABAYA;SURABAYA;MANUAL;53302;30k-60k;2025-09-23;86500000;VERY_GOOD;-KESELURUHAN BODY TERDAPAT BARET TIPIS  -PINTU BELAKANG BAGASI MOBIL TERDAPAT PENYOK -APAR TIDAK ADA|;toyota;calya;manual;2018;1.2;b401ra gmqfj e m t;66500000;E;
9483709241001;TOYOTA;ETIOS;ETIOS 1.2 E M/T;2015;MERAH METALIK;1200;S;IBID SURABAYA;SURABAYA;MANUAL;124921;>100k;2025-10-29;63000000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI BUMPER DEPAN KIRI;toyota;etios;manual;2015;1.2;e m t;55500000;E;
9483709264001;HONDA;BRIO;BRIO SATYA 1.2 E MT CKD;2021;HITAM MUTIARA;1200;AD;IBID SURABAYA;SURABAYA;MANUAL;113983;>100k;2025-03-01;106000000;GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -BAN SEREP BOCOR -LOGO LAMBANG BAGIAN BELAKANG TERLEPAS/TIDAK ADA -ALARM TIDAK BERFUNGSI|;honda;brio;manual;2020;1.2;satya e ckd;110000000;E;satya
9483709286001;TOYOTA;AGYA;AGYA 1.0 G M/T;2015;PUTIH;1000;L;IBID SURABAYA;SURABAYA;MANUAL;86281;60k-100k;2026-07-29;71000000;GOOD;- BAMPER BARET DALAM, PENYOK & RENGGANG - SELURUH BODY BARET - KACA DEPAN RETAK  - HIDROLIK BAGASI BELAKANG RUSAK - TERDAPAT BAN TANPA VELG DI BAGASI BELAKANG DENGAN KONDISI BAIK  - BAN DEPAN KIRI TIPIS & PECAH-PECAH - APAR TIDAK ADA|;toyota;agya;manual;2017;1;g m t;56000000;G;
9483709357001;DAIHATSU;GRAN MAX;GRAN MAX 5401RV-ZMDEJJ-HJ;2018;HITAM;1298;L;AUKSI SURABAYA;SURABAYA;MANUAL;189129;>100k;2025-02-25;80000000;VERY_GOOD;-BAMPER BARET DALAM & RENGGANG -SELURUH BODY BARET|;daihatsu;gran max;manual;2018;1.3;5401rv zmdejj hj;88500000;;
9483709370001;DAIHATSU;SIGRA;SIGRA B400RS-GMLEJ 1.0 D MT;2020;HITAM;1000;W;IBID BANJARMASIN;BANJARMASIN;MANUAL;88835;60k-100k;2026-01-22;68500000;VERY_GOOD;Tidak ada barang konsumen unit masuk dengan plat palsu DA 1941 LR, plat asli W 1552 AI|Bemper depan belakang spakbor depan belakang kanan kiri, pintu depan belakang kanan kiri dan tutup bagasi ada baret-baret kecil;daihatsu;sigra;manual;2021;1;b400rs gmlej d;60500000;D;
9483709464003;TOYOTA;FORTUNER;FORTUNER 2.5 G A/T;2015;PUTIH;2494;W;ALTO SURABAYA;SURABAYA;AUTOMATIC;181730;>100k;2025-03-06;254000000;VERY_GOOD;-BAMPER BARET DALAM & RENGGANG -SELURUH BODY BARET & PENYOK KECIL|;toyota;fortuner;automatic;2014;2.5;g a t;240000000;G;
9483709574001;MITSUBISHI;OUTLANDER;OUTLANDER SPORT 2.0 L PX-E (4X2) AT;2015;PUTIH MUTIARA;2000;S;TRIBIK SURABAYA;SURABAYA;AUTOMATIC;95697;60k-100k;2025-12-16;136000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -APAR TIDAK ADA|;mitsubishi;outlander;automatic;2016;2;sport px e 4x2;110000000;E;4x2, px, sport
9483709591001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2020;ABU ABU METALIK;1197;AG;TRIBIK SURABAYA;SURABAYA;MANUAL;74151;60k-100k;2025-10-21;97000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -COVER LAMPU BELAKANG KIRI PECAH -APAR TIDAK ADA|;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9483709683001;DAIHATSU;SIGRA;SIGRA 1.0 D MT;2021;PUTIH;998;L;JBA SURABAYA;SURABAYA;MANUAL;174854;>100k;2025-06-24;75000000;BAD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK -BAN DEPAN KIRI, BAN BELAKANG KANAN & BAN SEREP TIPIS & PECAH PECAH -INDIKATOR MESIN MENYALA -AKI SOAK -HEADUNIT & CENTRAL LOCK TIDAK BERFUNGSI -KURSI DEPAN SUPIR SOBEK|-KACA LAMPU BELAKANG KANAN RETAK -KUNCI PATAH & BEKAS LEM -AC TIDAK DINGIN;daihatsu;sigra;manual;2020;1;d;55000000;D;
9483709693001;DAIHATSU;SIGRA;SIGRA B401RS-GMQFJ 1.2 X MT;2019;ABU ABU METALIK;1200;L;OTOLINK Surabaya;Surabaya;MANUAL;171005;>100k;2025-10-15;60000000;BAD;-BAMPER BARET DALAM, PENYOK DAN RENGGANG  -SELURUH BODY BARET DAN PENYOK  -DEPAN DEPAN KANAN PECAH-PECAH  -BAN SEREP BOCOR  -MESIN BOCOR OLI  -HEAD UNIT TIDAK BERFUNGSI DAN POSISI TERLEPAS  -WIPER PATAH TERDAPAT TALI KAWAT  -APAR TIDAK ADA|;daihatsu;sigra;manual;2017;1.2;b401rs gmqfj x;70000000;X;
9483709804001;TOYOTA;CALYA;B401RA-GMQFJ STD (CALYA 1.2 E STD MT);2017;MERAH;1197;L;ALTO SURABAYA;SURABAYA;MANUAL;107088;>100k;2025-03-06;80000000;BAD;NULL;toyota;calya;manual;2019;1.2;b401ra gmqfj std e std;71000000;E;
9483709876001;HONDA;HR-V;HR V RU1 1.5 E CVT CKD;2015;ABU ABU BAJA METALIK;1497;L;TRIBIK SURABAYA;SURABAYA;AUTOMATIC;128352;>100k;2025-03-20;154000000;GOOD;-SELURUH BODY BARET -BAMPER DEPAN RENGGANG DAN  BARET -LAMPU BELAKANG KIRI RETAK|;honda;hr v;automatic;2015;1.5;ru1 e cvt ckd;90000000;E;cvt
9483710152001;DAIHATSU;SIGRA;SIGRA B401RS-GMQFJ 1.2 X MT;2018;HITAM;1200;L;IBID SURABAYA;SURABAYA;MANUAL;110650;>100k;2025-10-15;65000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK -APAR TIDAK ADA -INDIKATOR CHECK ENGINE MENYALA -AKI SOAK|;daihatsu;sigra;manual;2017;1.2;b401rs gmqfj x;70000000;X;
9483710210001;NISSAN;GRAND LIVINA;GRAND LIVINA XV A/T;2010;ABU ABU TUA METALIK;1498;M;AUKSI SURABAYA;SURABAYA;AUTOMATIC;171097;>100k;2025-08-08;50000000;BAD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -MESIN BOCOR OLI -INTERIOR BAU TIDAK ENAK -KLAKSON RUSAK/TIDAK BUNYI -APAR TIDAK ADA;nissan;grand livina;automatic;2012;1.5;xv a t;31000000;XV;
9483710301001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2017;PUTIH;1197;L;JBA SURABAYA;SURABAYA;MANUAL;114534;>100k;2026-05-12;88500000;VERY_GOOD;- BAMPER BARET DALAM, PENYOK KECIL & RENGGANG - SELURUH BODY BARET & PENYOK KECIL - BAN DEPAN KANAN KIRI & BAN SEREP TIPIS - SPION KANAN PATAH - REM KAKI TIDAK BERFUNGSI (BLONG)  - APAR TIDAK ADA - RUANG MESIN KOTOR & BAU TIDAK ENAK - AKI SOAK|;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
9483710331001;TOYOTA;CALYA;B401RA-GMQFJ STD (CALYA 1.2 E STD MT);2016;SILVER METALIK;1197;N;TRIBIK SURABAYA;SURABAYA;MANUAL;98071;60k-100k;2025-09-16;72500000;VERY_GOOD;salah penulisan nomor rangka, di STNK J6J sedangkan di fisik J3J bemper pakai klip baret bodi dan bemper spion kanan baret, tidak ada tutup ban kanan belakang bocor|;toyota;calya;manual;2019;1.2;b401ra gmqfj std e std;71000000;E;
9483710373001;NISSAN;GRAND LIVINA;GRAND LIVINA 1.5 S;2012;HITAM;1498;L;AUKSI SURABAYA;SURABAYA;MANUAL;179947;>100k;2026-04-30;65000000;GOOD;- BAMPER BARET DALAM, PENYOK KECIL & RENGGANG - SELURUH BODY BARET & PENYOK KECIL - APAR TIDAK ADA|;nissan;grand livina;manual;2012;1.5;s;38000000;S;
9483710534001;DAIHATSU;XENIA;XENIA 1.3 R M/T F653RV GMDFJ;2018;SILVER METALIK;1300;N;OTOLINK Surabaya;Surabaya;MANUAL;114638;>100k;2025-11-28;107500000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -BAN DEPAN KIRI TIPIS -AKI SOAK -APAR TIDAK ADA -HANDLE LACI DASBOARD RUSAK & PATAH|;daihatsu;xenia;manual;2016;1.3;r m t f653rv gmdfj;95000000;R;
9486003614001;HONDA;MOBILIO;MOBILIO RS CVT;2018;PUTIH ORC MUT;1500;W;TRIBIK PANGKAL PINANG;PINANG;AUTOMATIC;121107;>100k;2026-06-17;116500000;GOOD;Kendaraan Sesuai BASTK|baret kasar pada bamper belakang, baret kasar pada bamper depan, penyok pada pintu kiri belakang;honda;mobilio;automatic;2017;1.5;rs cvt;100000000;RS;cvt
9486004035001;HONDA;MOBILIO;MOBILIO S M/T;2019;PUTIH;1500;L;JBA SURABAYA;SURABAYA;MANUAL;94860;60k-100k;2026-01-30;99500000;GOOD;velg gantian,ban blkng tidak ada dop, lampu depan bohlam tidakada, audio tidak ada|bumper kiri depan baret,list plang kiri penyok,body blkng penyok(bagasi);honda;mobilio;manual;2019;1.5;s m t;103000000;S;
9486005498001;SUZUKI;XL 7;XL - 7 ZETA AT;2022;PUTIH METALIK;1500;L;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;36935;30k-60k;2025-08-12;169000000;VERY_GOOD;bodi kanan baret2, bodi kiri baret2&penyok, bemper dpn&blkg barer2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kosn tdk ada 1 kunci lain2|;suzuki;xl 7;automatic;2022;1.5;zeta;149000000;zeta;
9486005755001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA 04 GL AT;2022;PUTIH METALIK;1500;L;JBA SEMARANG;SEMARANG;AUTOMATIC;22207;<30k;2026-02-19;171000000;GOOD;tidak ada nopol terpasang nopol asli L 1232 CAK|;suzuki;ertiga;automatic;2023;1.5;all new 04 gl;145500000;gl;
9486005787001;SUZUKI;NEW CARRY;NEW CARRY PU FD AC PS;2023;ABU ABU METALIK;1500;S;IBID SURABAYA;SURABAYA;MANUAL;51949;30k-60k;2025-08-02;99000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -BAN SEREP TIPIS -COVER LAMPU BELAKANG KIRI RETAK -PLAT NOMOR BELAKANG TIDAK ADA|;suzuki;carry;manual;2023;1.5;new pu fd ac ps;77000000;Pick Up;ac, flat deck, ps
9486006056001;TOYOTA;AGYA;AGYA 1.2 G CVT;2023;ABU ABU METALIK;1198;L;JBA SURABAYA;SURABAYA;AUTOMATIC;17616;<30k;2025-04-29;136000000;VERY_GOOD;-SELURUH BODY BARET|;toyota;agya;automatic;2025;1.2;g cvt;145000000;G;cvt
9486006201001;TOYOTA;NEW AVANZA;NEW AVANZA G 1.5 CVT;2024;PUTIH;1500;L;OTOLINK Surabaya;Surabaya;AUTOMATIC;28610;<30k;2025-12-10;180000000;GOOD;-BAMPER DEPAN BARET, PENYOK DALAM & RENGGANG -BODY TERDAPAT BARET TIPIS -APAR TIDAK ADA|;toyota;avanza;automatic;2024;1.5;new g cvt;180000000;G;cvt
9486006457001;HONDA;ALL NEW BRIO;ALL NEW BRIO E CVT;2024;PUTIH;1200;W;IBID SURABAYA;SURABAYA;AUTOMATIC;10338;<30k;2025-09-27;163000000;GOOD;-BUMPER BARET DALAM, PENYOK KECIL DAN RENGGANG  -SELURUH BODY BARET  -COVER LAMPU BELAKANG KANAN PECAH  -APAR ADA |;honda;brio;automatic;2024;1.2;all new e cvt;165000000;E;cvt
9486706037001;HONDA;ALL NEW BRV;ALL NEW BRV 1.5 E CVT;2023;PUTIH MUTIARA;1500;N;JBA SURABAYA;SURABAYA;AUTOMATIC;1;<30k;2025-08-12;170000000;VERY_GOOD;-UNIT TOWING -KONDISI UNIT MATI TANPA KUNCI, FiSIK KENDARAAN BAIK BAMPER DEPAN BELAKANG BODY KANAN KIRI DEPAN BELAKANG TERMASUK PADA BAGIAN MESIN DAN ACCU BAIK -KELISTRIKAN MATI, FISIK INTERIOR KONDISI BAIK MELIPUTI AC,HEADUNIT LAMPU DEPAN BELAKANG|-KESEMUA KONDISI PADA UNIT DICEK DENGAN MELIHAT DAN MERABA KONDISI UNIT, APABILA FISIK BAIK TANPA KERUSAKAN MAKA DICEKLIS BAIK -MENGGUNAKAN NOPOL PALSU W 1678 QK;honda;br v;automatic;2023;1.5;all new e cvt;184500000;E;cvt
9486706125001;HONDA;ALL NEW BRV;ALL NEW BRV 1.5 E CVT;2023;PUTIH MUTIARA;1500;L;JBA JAKARTA;JAKARTA;AUTOMATIC;16736;<30k;2025-06-12;194500000;VERY_GOOD;unit tdk ada nopol, bodi kanan&kiri baret2, bemper dpn&blkg baret2, atap baret2, kap msn baret2, spion baret2, bagasi baret2, brg2 kosn tdk ada|;honda;br v;automatic;2023;1.5;all new e cvt;184500000;E;cvt
9486706324001;DAIHATSU;NEW SIGRA;NEW SIGRA 1.0 M MT MC;2024;PUTIH;1000;W;TRIBIK SURABAYA;SURABAYA;MANUAL;36346;30k-60k;2025-08-28;95000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK -BAN DEPAN KANAN KIRI PECAH PECAH -APAR ADA|;daihatsu;sigra;manual;2022;1;new m mc;94500000;M;
9486706367001;HONDA;WR-V;WR-V 1.5 RS CVT HS;2024;MERAH TUA METALIK;1500;W;OTOLINK Surabaya;Surabaya;AUTOMATIC;5383;<30k;2026-01-15;220000000;VERY_GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET -APAR ADA|;honda;wr v;automatic;2023;1.5;rs cvt hs;198500000;RS;cvt
9486706422001;HONDA;ALL NEW HRV;ALL NEW HRV SE CVT;2024;COKELAT MUDA MUTIARA;1500;W;TRIBIK SURABAYA;SURABAYA;AUTOMATIC;44204;30k-60k;2026-04-27;309500000;VERY_GOOD;- BAMPER BARET DALAM, PENYOK KECIL & RENGGANG - SELURUH BODY BARET  - APAR TIDAK ADA - TERDAPAT DASHCAM DI KACA DEPAN DAN BELAKANG|;honda;hr v;automatic;2024;1.5;all new se cvt;309500000;;cvt
9487000084001;SUZUKI;NEW ERTIGA;NEW ERTIGA GL DB M/T;2017;COOL BLACK;1400;S;OTOLINK JAKARTA;JAKARTA;MANUAL;116486;>100k;2025-09-26;65000000;GOOD;bmpr dpn pnyk, bmpr blkg brt, spakbor brt pnyk, body kanan&kiri brt, atap brt, kap msn brt, spion brt, bagasi brt pnyk|;suzuki;ertiga;manual;2015;1.4;new gl db m t;70000000;gl;
9488002484001;WULING;AIR EV;AIR EV LONG RANGE;2022;PUTIH;100;W;JBA BANJARMASIN;BANJARMASIN;MANUAL;38479;30k-60k;2025-04-15;97000000;GOOD;BODY MOBIL LECET & BARET DI BAGIAN BEMPER DEPAN, SPAKBOR KANAN BELAKANG & PINTU KANAN|;wuling;air ev;manual;2023;0.1;long range;105000000;;long range
9489701745001;TOYOTA;FORTUNER;FORTUNER 2.8 VRZ 4X2 AT GR;2023;HITAM METALIK;2800;W;JBA BANJARMASIN;BANJARMASIN;AUTOMATIC;1;<30k;2025-10-07;445000000;GOOD;NOPOL B 1179 MDN TERPASANG PALSU, CEKLISBTIDAK DETAIL KARENA TIDAK ADA KUNCI|pintu kiri kanan depan belakang spakbor belakang kiri kanan depan kiri bemper depan kiri kanan baret ;toyota;fortuner;automatic;2023;2.8;vrz 4x2 gr;445000000;gr;4x2, vrz
9489702182001;SUZUKI;XL 7;XL 7 ALPHA AT HYBRID;2025;COOL BLACK MET;1500;W;TRIBIK SURABAYA;SURABAYA;AUTOMATIC;705;<30k;2025-12-11;235000000;VERY_GOOD;-SELURUH BODY TERDAPAT BARET TIPIS  -APAR ADA|;suzuki;xl 7;automatic;2023;1.5;alpha;195000000;alpha;
9490007427001;TOYOTA;ALL NEW FORTUNER;ALL NEW FORTUNER 2.4 VRZ (4X2) A/T DIESEL;2016;SILVER METALIK;2400;D;JBA SURABAYA;SURABAYA;AUTOMATIC;116555;>100k;2025-06-17;285000000;GOOD;-SELURUH BODY BARET TIPIS -BAMPER DEPAN BELAKANG BARET DALAM -NOPOL DEPAN BELAKANG TIDAK ADA -BAN SEREP TERTUTUP COVER DAN KUNCI COVER TIDAK TERSEDIA, FISIK BAN DILAKUKAN DENGAN MERABA BAGIAN SAMPING RODA BAN SEREP ADA VELG RACING.|;toyota;fortuner;automatic;2016;2.4;all new vrz 4x2 a t diesel;285000000;A;4x2, vrz
9490010173001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA GX MT;2018;PUTIH METALIK;1400;D;IBID SEMARANG;SEMARANG;MANUAL;110658;>100k;2026-01-13;120000000;VERY_GOOD;nopol palsu R 1032 IF asli D 1347 AHG |;suzuki;ertiga;manual;2019;1.4;all new gx;105000000;gx;
9490011158001;DAIHATSU;ALL NEW TERIOS;ALL NEW TERIOS X MT DELUXE;2019;PUTIH;1500;D;IBID MEDAN;MEDAN;MANUAL;120885;>100k;2026-02-26;135500000;GOOD;seluruh body mobil stiker hitam, diatap mobil ada krangkeng, body bawah sebelah kiri lecet, karpet depan sebelah kanan sobek/bolong, plat nopol belakang tidak ada, Plat nopol depan palsu B 2148 FFC,ada titik baret pd body|;daihatsu;terios;manual;2019;1.5;all new x deluxe;135500000;X;deluxe
9490011361001;TOYOTA;CALYA;CALYA 1.2 G MT;2019;PUTIH;1200;D;AUKSI SEMARANG;SEMARANG;MANUAL;71105;60k-100k;2026-08-07;70000000;GOOD;-seluruh body mobil baret ringan -headlamp rusak -nopol palsu AA 8414 CN|;toyota;calya;manual;2023;1.2;g;80500000;G;
9490011396001;TOYOTA;NEW AVANZA;NEW AVANZA 1.3 E STD MT;2019;PUTIH;1300;D;ALTO JAKARTA;JAKARTA;MANUAL;103214;>100k;2026-04-23;90000000;GOOD;STNK tidak ada, Unit ada baik|Nopol Palsu D 1188 UAZ, BAST COPY, Body lecet baret ada penyok, Spion lecet baret, Bemper lecet baret, Knalpot Racing, Mika Lampu Belakang Pecah;toyota;avanza;manual;2019;1.3;new e std;90000000;E;
9490012018001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD;2019;HITAM;1500;D;TRIBIK BANDUNG;BANDUNG;MANUAL;57518;30k-60k;2026-01-09;58500000;GOOD;unit ada baik , stnk tidak ada |spion lecet baret , bemper lecet naret , body lecet baret headlamp depan pecah , nopol depan tidak ada, bast copy;suzuki;carry;manual;2024;1.5;new pu fd;87000000;Pick Up;flat deck
9490012236001;HONDA;BRV;BRV E CVT;2020;HITAM MUTIARA;1500;D;IBID JAKARTA;JAKARTA;AUTOMATIC;45317;30k-60k;2026-08-31;108000000;VERY_GOOD;#N/A;honda;br v;automatic;2018;1.5;e cvt;118500000;E;cvt
9490012865001;TOYOTA;AVANZA;AVANZA 1.3 G M/T;2021;PUTIH;1300;D;AUKSI JAKARTA;JAKARTA;MANUAL;140425;>100k;2025-10-31;124000000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet halus ada repair titik titik putih cat ;toyota;avanza;manual;2013;1.3;g m t;59000000;G;
