nokontrak;Merk;ModelName;Tipe;Tahun;Warna;cc;KodeDaerah;BalaiLelang;lokasi;Transmisi;kilometer1;kilometer2;SaleDate;saleprice;grade_overrall_csis;note_csis;Brand_Norm;Model_Norm;Transmission_Norm;Year;CC_Norm;Type_Norm;lelang_price;main_type_Norm;type_tags_Norm
1001004720001;DAIHATSU;XENIA;XENIA F651 RV GMRFJ (4X2) M/T;2013;SILVER METALIK;1298;B;IBID PEKANBARU;PEKANBARU;MANUAL;243433;>100k;2025-04-23;65000000;GOOD;Bemper depan baret kasar/renggang/dan pecah,  List pintu depan kanan baret kasar,  Pintu bagasi baret kasar,  Spion luar kiri baret kasar,  List bawah kiri dan kanan baret kasar,  Nopol palsu BK 1352 OA. |;daihatsu;xenia;manual;2013;1.3;f651 rv gmrfj 4x2 m t;65000000;M;4x2
1001004856001;HONDA;BRIO;BRIO SATYA DD1 1.2 E M/T;2016;ABU ABU BAJA METALIK;1200;T;HYBID JAKARTA;JAKARTA;MANUAL;70092;60k-100k;2025-09-10;70000000;VERY_GOOD;bmpr dpn&blkg brt pnyk, kap msn brt, atap brt, bagasi brt, body kanan brt, body kiri brt pnyk|;honda;brio;manual;2016;1.2;satya dd1 e m t;70000000;E;satya
1001005540003;MITSUBISHI;MIRAGE;MIRAGE 1.2 L GLX (4X2) MT;2013;MERAH METALIK;1193;B;TRIBIK BANDUNG;BANDUNG;MANUAL;121652;>100k;2025-10-29;38000000;GOOD;unit ada baik , stnk ada |bemper lecet baret bagian depan sedikit renggang , spion kecet baret d tutup wrapping , body lecet baret ada penyok;mitsubishi;mirage;manual;2013;1.2;glx 4x2;38000000;GLX;4x2
1001006495004;TOYOTA;YARIS;YARIS 1.5 J A/T;2012;HITAM METALIK;1500;B;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;95509;60k-100k;2025-11-21;60000000;GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;toyota;yaris;automatic;2012;1.5;j a t;60000000;A;
1001007508001;DAIHATSU;TERIOS;TERIOS F 700 RG-TS;2014;SILVER METALIK;1495;T;OTOLINK JAKARTA;JAKARTA;MANUAL;125845;>100k;2025-08-12;80000000;VERY_GOOD;body kanan brt, body kiri brt pnyk, bmpr dpn&blkg brt, kap msn brt, atap brt, bagasi brt, spion brt|;daihatsu;terios;manual;2014;1.5;f 700 rg ts;80000000;;
1001007855001;DAIHATSU;AYLA;AYLA 1.0 X MT (B100 GMQFJ);2014;PUTIH;998;T;ALTO JAKARTA;JAKARTA;MANUAL;62702;60k-100k;2025-05-22;55000000;GOOD;body kanan brt, body kiri pnyk, bmpr dpn brt, bmpr blkg brt pnyk, atap brt, bagasi brt, kap msn brt, spion brt|;daihatsu;ayla;manual;2014;1;x b100 gmqfj;55000000;X;
1000007415001;HONDA;BRV;BRV 1.5 E CVT;2018;PUTIH;1500;T;JBA PALEMBANG;PALEMBANG;AUTOMATIC;144334;>100k;2025-09-11;129000000;GOOD;Kendaraan Sesuai BAST |bamper depan baret kasar, bamper belakang baret kasar dan renggang,body kiri cat mengelupas;honda;br v;automatic;2019;1.5;e cvt;133000000;E;cvt
1000007943001;TOYOTA;NEW AGYA;NEW AGYA 1.2 G A/T TRD;2018;MERAH;1200;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;77911;60k-100k;2025-07-29;79500000;GOOD;unit nopol palsu B 1254 WOV, bodi kanan&kiri baret2, bemper dpn&blkg baret2&penyok, kap msn baret2, atap baret2, spion baret2, bagasi baret2, brg2 kosn tdk ada|;toyota;agya;automatic;2018;1.2;new g a t trd;79500000;G;trd
1000008985001;HONDA;NEW BRIO;NEW BRIO RS MT;2020;MERAH TUA METALIK;1200;T;IBID MAKASSAR;MAKASSAR;MANUAL;64086;60k-100k;2025-08-08;127500000;VERY_GOOD;TIDAK ADA BARANG KONSUMEN|BEMPER DEPAN, CASING KACA SPION, DAN SPAKBOR BELAKANG KIRI BARET;honda;brio;manual;2020;1.2;new rs;127500000;RS;
1000009244001;HONDA;ALL NEW BRIO;ALL NEW BRIO SATYA E CVT;2021;PUTIH;1200;T;ALTO JAKARTA;JAKARTA;AUTOMATIC;75845;60k-100k;2026-01-29;120000000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret, Bemper lecet baret, Spion lecet baret, Kap mesin ada penyok ;honda;brio;automatic;2021;1.2;all new satya e cvt;120000000;E;cvt, satya
1000009345001;HONDA;ALL NEW BRIO;ALL NEW BRIO SATYA S M/T;2021;ABU BAJA METALIK;1200;T;TRIBIK JAKARTA;JAKARTA;MANUAL;66146;60k-100k;2025-08-06;93500000;GOOD;nopol palsu F 1249 KAA, nopol asli T 1754 GY, body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, kap msn brt, spion brt, bagasi brt, kaca spion dalam copot|;honda;brio;manual;2021;1.2;all new satya s m t;89500000;S;satya
1000009712001;HONDA;ALL NEW BRIO;ALL NEW BRIO SATYA E MT;2021;MERAH;1200;T;OTOLINK JAKARTA;JAKARTA;MANUAL;74202;60k-100k;2025-06-10;94000000;VERY_GOOD;unit tdk ada nopol, bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, brg2 kosn tdk ada|;honda;brio;manual;2024;1.2;all new satya e;135500000;E;satya
1000009820001;DAIHATSU;ROCKY;ROCKY 1.2 X MT ADS;2021;KUNING METALIK;1200;D;JBA JOGJA;JOGJA;MANUAL;100428;>100k;2025-12-16;110000000;GOOD;Nomor polisi palsu H 1655 IR, Baret halus memutar|;daihatsu;rocky;manual;2021;1.2;x ads;110000000;X;ads
1000009841001;HONDA;MOBILIO;MOBILIO E CVT;2021;HITAM MUTIARA;1500;T;HYBID PALEMBANG;PALEMBANG;AUTOMATIC;111530;>100k;2026-03-14;105000000;GOOD;unit hidup, tdk ada barang berharga|bamper depan baret, body samping kanan kiri baret, body belakang samping kiri baret kasar, body belakang penyok, kaca spion kanan kiri lecet, kursi belakang tidak ada;honda;mobilio;automatic;2017;1.5;e cvt;93500000;E;cvt
1000010589001;SUZUKI;XL 7;XL - 7 ZETA AT;2022;ABU ABU METALIK;1500;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;25153;<30k;2025-03-04;160000000;GOOD;bodi kanan baret2&penyok, bodi kiri baret2, bemper dpn baret2&penyok, bemper blkg baret2, bagasi baret2&penyok, atap baret2, kap msn baret2, spion baret2, brg2 kosn tdk ada|;suzuki;xl 7;automatic;2022;1.5;zeta;149000000;zeta;
1000010605001;TOYOTA;CALYA;CALYA 1.2 G MT;2022;HITAM;1200;B;HYBID JAKARTA;JAKARTA;MANUAL;107135;>100k;2025-05-24;99000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;toyota;calya;manual;2023;1.2;g;80500000;G;
1000010937001;HONDA;ALL NEW BRV;ALL NEW BRV 1.5 S MT;2022;PUTIH;1500;B;OTOLINK JAKARTA;JAKARTA;MANUAL;20574;<30k;2025-11-07;152000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2|;honda;br v;manual;2022;1.5;all new s;152000000;S;
1000011274001;HONDA;ALL NEW BRV;ALL NEW BRV PRESTIGE CVT;2023;PREMIUM OPAL WHITE SILVER PEAR;1500;T;TRIBIK BANDUNG;BANDUNG;AUTOMATIC;51379;30k-60k;2026-04-24;194000000;GOOD;STNK ada baik, Unit ada baik|Body lecet baret ada penyok, Spion lecet baret, Bemper lecet baret, BAST COPY;honda;br v;automatic;2022;1.5;all new prestige cvt;185000000;;cvt, prestige
1000011595001;HONDA;ALL NEW BRIO;ALL NEW BRIO E MT;2023;TAFEETA WHITE;1200;T;IBID JAKARTA;JAKARTA;MANUAL;12517;<30k;2025-04-09;135500000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, spion brt, kap msn brt|;honda;brio;manual;2019;1.2;all new e;103000000;E;
1000011634001;DAIHATSU;ALL NEW TERIOS;ALL NEW TERIOS X MT MC;2023;WHITE DSO;1500;T;TRIBIK JAKARTA;JAKARTA;MANUAL;52372;30k-60k;2025-02-28;190500000;VERY_GOOD;bodi kanan baret2, bodj kiri baret2&penyok, bemper dpn&blkg baret2, kap msn baret2, atap baret2, spion baret2,  bagasi baret2, brg2 kosn tdk ada|;daihatsu;terios;manual;2023;1.5;all new x mc;190500000;X;
1000011701001;HONDA;ALL NEW BRV;ALL NEW BRV E CVT;2023;METEOROID GRAY METALLIC;1500;T;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;96617;60k-100k;2025-09-17;155000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;honda;br v;automatic;2022;1.5;all new e cvt;155000000;E;cvt
1000011784001;HONDA;NEW BRIO;NEW BRIO SATYA E CVT;2023;RALLYE RED;1200;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;31361;30k-60k;2026-08-21;115000000;GOOD;#N/A;honda;brio;automatic;2023;1.2;new satya e cvt;115000000;E;cvt, satya
1000011909001;HYUNDAI;STARGAZER;STARGAZER ESSENTIAL 1.5 IVT;2024;DRAGON RED PEARL OBSIDIAN BLAC;1500;T;OTOLINK JAKARTA;JAKARTA;MANUAL;5999;<30k;2026-08-28;154500000;VERY_GOOD;#N/A;hyundai;stargazer;manual;2024;1.5;essential ivt;154500000;essential;ivt
1000011985001;TOYOTA;CALYA;CALYA 1.2 G MT;2024;WHITE;1200;T;OTOLINK JAKARTA;JAKARTA;MANUAL;1;<30k;2025-09-10;74000000;BAD;unit derek laka lantas, bmpr dpn&blkg copot rusak, body kanan&kiri brt pnyk, atap brt pnyk, spion brt, bagasi brt pnyk, kaca blkg pecah, spakbor brt pnyk, kap msn brt pnyk|unit derek laka lantas;toyota;calya;manual;2023;1.2;g;80500000;G;
1000012103001;HONDA;NEW BRIO;NEW BRIO SATYA E CVT;2024;RALLYE RED;1200;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;3491;<30k;2025-04-29;160500000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi ,brt kap msn brt, spion brt|;honda;brio;automatic;2023;1.2;new satya e cvt;115000000;E;cvt, satya
1000012290001;TOYOTA;RAIZE;RAIZE 1.2 G CVT;2024;BLACK;1198;D;ALTO JAKARTA;JAKARTA;AUTOMATIC;14057;<30k;2025-05-26;170000000;GOOD;Unit baik, stnk ada baik, tidak ada barang konsumen|Bemper lecet halus, body lecet halus;toyota;raize;automatic;2024;1.2;g cvt;166000000;G;cvt
1000012360001;DAIHATSU;NEW SIGRA;NEW SIGRA 1.2 R MT MC;2024;ULTRA BLACK SOLID DSO;1200;B;TRIBIK JAKARTA;JAKARTA;MANUAL;3070;<30k;2026-05-22;125000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;daihatsu;sigra;manual;2024;1.2;new r mc;125000000;R;
1000711456001;HONDA;NEW HR V;NEW HR V 1.5 E CVT;2023;SAND KHAKI PEARL;1500;B;HYBID JAKARTA;JAKARTA;AUTOMATIC;30049;30k-60k;2025-11-19;270000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, kap msn baret2, atap baret2, spion baret2, bagasi baret2|;honda;hr v;automatic;2023;1.5;new e cvt;270000000;E;cvt
1000711474001;TOYOTA;CALYA;CALYA 1.2 G MT;2023;BLACK;1200;T;JBA SAMPIT;SAMPIT;MANUAL;16390;<30k;2025-11-20;101000000;GOOD;Bemper depan baret penyok. kaca lampu kanan belakang retak lampu mati. spoiler belakang bolong dan ada sisa double tape bekas variasi dilepas. variasi lampu depan handle pintu dan pintu kiri kanan depan belakang. |kaca lampu kiri belakang pecah. sticker kaca depan belakang spakbor belakang kiri kanan. body interior kotor. nopol depan belakang palsu.;toyota;calya;manual;2023;1.2;g;80500000;G;
1000711513001;TOYOTA;ALL NEW VELOZ;ALL NEW VELOZ 1.5 Q CVT;2023;PLATINUM WHITE PEARL;1500;T;IBID JAKARTA;JAKARTA;AUTOMATIC;15594;<30k;2025-04-16;220000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kosn tdk ada|;toyota;veloz;automatic;2024;1.5;all new q cvt;218000000;Q;cvt
1000711782001;TOYOTA;NEW AGYA;NEW AGYA 1.2 G MT;2024;GREY METALLIC;1200;T;JBA JAKARTA;JAKARTA;MANUAL;46397;30k-60k;2025-03-11;112500000;VERY_GOOD;bodi kanna&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap bare2, spion baret2, brg2 kosn tdk ada|;toyota;agya;manual;2024;1.2;new g;112500000;G;
1000711847001;HONDA;BRIO;BRIO SATYA E M/T;2023;CRYSTAL BLACK PEARL;1200;T;TRIBIK JAKARTA;JAKARTA;MANUAL;18911;<30k;2025-03-27;136000000;VERY_GOOD;body kanan&kiri brt, atap brt, bagasi brt, kap msn brt, spion brt, bmpr dpn&blkg brt|;honda;brio;manual;2022;1.2;satya e m t;105000000;E;satya
1000711983001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.0 X MT;2024;MERAH METALIK;1000;T;OTOLINK JAKARTA;JAKARTA;MANUAL;2797;<30k;2025-09-16;96000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn barer2, atap baret2, spion baret2, brg2 kosn tdk ada|;daihatsu;ayla;manual;2024;1;all new astradaihatsu x;96000000;X;
1000712010001;HONDA;NEW BRIO;NEW BRIO SATYA E CVT;2024;ELECTRIC LIME METALLIC;1200;T;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;23433;<30k;2026-07-17;155000000;GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;honda;brio;automatic;2023;1.2;new satya e cvt;115000000;E;cvt, satya
1000712105001;TOYOTA;AVANZA;AVANZA 1.5 G CVT;2024;DARK GREY MICA;1496;B;TRIBIK JAKARTA;JAKARTA;AUTOMATIC;47192;30k-60k;2025-12-19;185500000;VERY_GOOD;bodi kanan baret2, bodi kiri baret2&penyok2, bemper dpn baret2&penyok, bemper blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2 kunci manual tdk ada|kunci manual tdk ada;toyota;avanza;automatic;2024;1.5;g cvt;185500000;G;cvt
1000712167001;HONDA;NEW BRIO;NEW BRIO SATYA S 1.2 MT;2024;CRYSTAL BLACK PEARL;1200;T;OTOLINK JAKARTA;JAKARTA;MANUAL;38018;30k-60k;2025-09-02;110000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;honda;brio;manual;2024;1.2;new satya s;110000000;S;satya
1001003062003;SUZUKI;KARIMUN;KARIMUN A1J310F GA MT;2014;ABU ABU METALIK;998;T;IBID JAKARTA;JAKARTA;MANUAL;114410;>100k;2025-12-13;35500000;GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;suzuki;karimun;manual;2014;1;a1j310f ga;35500000;ga;
1001003237001;DAIHATSU;SIRION;SIRION M 602 RS A/T;2013;UNGU METALIK;1298;D;JBA BANDUNG;BANDUNG;AUTOMATIC;124824;>100k;2025-09-11;43500000;GOOD;STNK ada baik, Unit ada baik, Accu Soak|Body lecet baret, spion lecet baret, bemper lecet baret, accu soak, tidak ada ban serep;daihatsu;sirion;automatic;2013;1.3;m 602 rs a t;43500000;M;
1001003651004;TOYOTA;FORTUNER;FORTUNER 2.4 VRZ 4X2 A/T;2016;HITAM METALIK;2393;T;IBID JAKARTA;JAKARTA;AUTOMATIC;99691;60k-100k;2026-06-20;252500000;GOOD;Stnk nihil Plat nomor tidak ada Body kn brt pyk Body kr brt Spion kr kn brt Bagasi brt pyk Bemper dpn blkg brt Kap mesin brt Atap brt |;toyota;fortuner;automatic;2016;2.4;vrz 4x2 a t;252500000;A;4x2, vrz
1001004058001;HONDA;BRIO;BRIO DD2 1.3 E A/T;2013;ABU ABU MUDA METALIK;1339;D;IBID SEMARANG;SEMARANG;AUTOMATIC;142006;>100k;2025-12-09;61500000;GOOD;-seluruh body mobil baret ringan -nopol palsu B 101 TKS|;honda;brio;automatic;2013;1.3;dd2 e a t;61500000;E;
1001004318004;TOYOTA;CALYA;CALYA 1.2 G AT;2022;HITAM;1197;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;47862;30k-60k;2025-10-10;99500000;VERY_GOOD;body kanan brt pnyk, body kiri brt, bmpr dpn brt, bmpr blkg brt pnyk, atap brt, bagasi brt pnyk, kap msn brt, spion brt|;toyota;calya;automatic;2024;1.2;g;126500000;G;
1001004833001;TOYOTA;AVANZA;AVANZA 1.3 G M/T;2013;ABU ABU METALIK;1300;T;TRIBIK PANGKAL PINANG;PINANG;MANUAL;165053;>100k;2025-11-05;59000000;GOOD;Kendaraan Sesuai BAST |Fullbody Repaint dan Repair, baret kasar pada bamper depan, list body kanan bawah penyok, kap lampu mengkuning, berkarat pada pintu begasi mobil dan pintu kanan belakang, kap mesin barat halus, bamper belakang baret halus;toyota;avanza;manual;2013;1.3;g m t;59000000;G;
1001007902001;HONDA;BRIO;BRIO SATYA DD1 1.2 E M/T CKD;2018;MERAH;1200;T;JBA BANDUNG;BANDUNG;MANUAL;121811;>100k;2026-05-26;75000000;GOOD;unit ada baik , stnk tidak ada |spion lecet halus , bemper lecet halus , body lecet halus , tidak ada plat nopol ;honda;brio;manual;2018;1.2;satya dd1 e m t ckd;75000000;E;satya
1001007935003;TOYOTA;KIJANG INNOVA;KIJANG INNOVA E;2010;SILVER METALIK;2000;T;TRIBIK JAKARTA;JAKARTA;MANUAL;164364;>100k;2025-08-01;90000000;GOOD;nopol palsu B 1064 BKB, nopol asli T 1558 DE, body kanan brt pnyk, body kiri brt, bmpr dpn brt pnyk, bmpr blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;toyota;kijang innova;manual;2010;2;e;90000000;E;
1001007937001;TOYOTA;AVANZA;AVANZA 1.3 E M/T;2016;PUTIH;1300;T;JBA SEMARANG;SEMARANG;MANUAL;1;<30k;2025-03-27;63000000;BAD;aki mati body penyok kap bagasi keriting nopol palsu H 1407 NQ asli T 1826 TR  interior trondol|;toyota;avanza;manual;2016;1.3;e m t;63000000;E;
1001008360001;TOYOTA;NEW AVANZA;NEW AVANZA 1.3 E M/T;2014;PUTIH;1300;D;TRIBIK JAKARTA;JAKARTA;MANUAL;135026;>100k;2025-05-30;80000000;GOOD;bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt, body kanan&kiri brt, kunci lain2|;toyota;avanza;manual;2014;1.3;new e m t;80000000;E;
1001008387001;DAIHATSU;XENIA;XENIA 1.3 X M/T F653RV GMRFJ;2019;HITAM METALIK;1329;D;JBA JAMBI;JAMBI;MANUAL;104372;>100k;2025-03-25;95000000;GOOD;mobil kotor seluruh bodi baret halus, wiper baik mobil baik plat nopol palsu|mobil kotor seluruh bodi baret halus, wiper baik mobil baik plat nopol palsu;daihatsu;xenia;manual;2019;1.3;x m t f653rv gmrfj;95000000;X;
1001016403003;TOYOTA;AGYA;AGYA 1.0 G M/T;2014;PUTIH;1000;B;IBID SEMARANG;SEMARANG;MANUAL;172130;>100k;2025-03-25;38000000;GOOD;body penyok kap bagasi keriting kap mesin lecet bemper baret interior trondol  nopol palsu AB 1932 JN asli B 1464 FOE|body penyok kap bagasi keriting kap mesin lecet bemper baret interior trondol  nopol palsu AB 1932 JN asli B 1464 FOE;toyota;agya;manual;2017;1;g m t;56000000;G;
1001508810003;TOYOTA;AGYA;AGYA 1.2 G A/T STD;2018;KUNING;1200;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;130759;>100k;2025-07-18;89500000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn baret2&penyok, bemper blkg baret2, bagasi baret2, kap msn barer2, atap baret2, spion barer2, brg2 kosn tdk ada|;toyota;agya;automatic;2018;1.2;g a t std;89500000;G;
1001708462001;DAIHATSU;TERIOS;TERIOS F 700 RG-TX M/T;2011;SILVER METALIK;1495;T;OTOLINK JAKARTA;JAKARTA;MANUAL;175270;>100k;2025-04-29;77500000;VERY_GOOD;bmpr dpn&blkg brt pnyk, atap brt, body kanan&kiri brt pnyk, spakbor brt pnyk, kap msn brt, bagasi brt, spion brt|;daihatsu;terios;manual;2011;1.5;f 700 rg tx m t;77500000;TX;
1001708511001;DAIHATSU;XENIA;XENIA F650 RV - G MRFJ M/T;2012;HITAM METALIK;989;T;IBID JAKARTA;JAKARTA;MANUAL;148068;>100k;2025-04-16;65000000;GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, kap msn brt, atap brt, spion brt, bagasi brt |;daihatsu;xenia;manual;2012;1;f650 rv g mrfj m t;65000000;G;
1001708590001;DAIHATSU;SIRION;SIRION M602 RS MT;2014;HITAM METALIK;1298;T;JBA BANDUNG;BANDUNG;MANUAL;71629;60k-100k;2025-09-25;60000000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet halus , kap mesin lecet baret ;daihatsu;sirion;manual;2014;1.3;m602 rs;60000000;RS;
1001708779001;TOYOTA;AVANZA;AVANZA 1.5 VELOZ M/T;2018;HITAM METALIK;1500;T;OTOLINK JAKARTA;JAKARTA;MANUAL;115274;>100k;2025-10-28;120000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;toyota;avanza;manual;2018;1.5;veloz m t;120000000;veloz;
1001708843001;TOYOTA;AGYA;AGYA 1.0 G M/T;2014;SILVER METALIK;1000;B;OTOLINK JAKARTA;JAKARTA;MANUAL;122140;>100k;2026-01-08;61500000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, spion baret2, atap baret2, kunci lain lain;toyota;agya;manual;2017;1;g m t;56000000;G;
1001708846001;TOYOTA;CALYA;B401RA-GMZFJ CALYA 1.2 G M/T;2017;PUTIH;1197;T;OTOLINK JAKARTA;JAKARTA;MANUAL;57201;30k-60k;2025-08-05;78500000;GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt pnyk, kap msn brt, spion brt|;toyota;calya;manual;2017;1.2;b401ra gmzfj g m t;78500000;G;
1001708890001;DAIHATSU;SIGRA;SIGRA B401RS-GMZFJ 1.2 R MT;2018;HITAM;1200;B;OTOLINK JAKARTA;JAKARTA;MANUAL;67351;60k-100k;2025-05-27;85500000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2, brg2 kons tdk ada|;daihatsu;sigra;manual;2018;1.2;b401rs gmzfj r;85500000;R;
1001708982001;TOYOTA;RUSH;RUSH 1.5 S A/T;2016;PUTIH;1495;T;ALTO JAKARTA;JAKARTA;AUTOMATIC;127881;>100k;2025-05-15;135000000;GOOD;body kanan&kiri brt pnyk, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt, kunci lain2|;toyota;rush;automatic;2016;1.5;s a t;135000000;S;
1001709050001;TOYOTA;CALYA;B401RA-GQZFJ CALYA 1.2 G A/T;2016;MERAH;1197;B;ALTO JAKARTA;JAKARTA;AUTOMATIC;120893;>100k;2026-01-05;72000000;VERY_GOOD;bodi kanan baret2, bodi kiri baret2&penyok, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, atap baret2, spion baret2|;toyota;calya;automatic;2016;1.2;b401ra gqzfj g a t;72000000;G;
1001709086001;DAIHATSU;AYLA;AYLA 1.2 R MT (B101RS GMSGJ);2019;PUTIH;1197;T;TRIBIK JAKARTA;JAKARTA;MANUAL;106500;>100k;2025-09-19;78000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, atap baret2, spion baret2, kap msn baret2, bagasi baret2|;daihatsu;ayla;manual;2019;1.2;r b101rs gmsgj;78000000;R;
1001709099001;MITSUBISHI;XPANDER;XPANDER 1.5  L EXCEED K (4X2) A/T;2019;PUTIH MUTIARA;1500;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;127504;>100k;2025-06-13;149000000;VERY_GOOD;bmpr dpn&blkg brt, body kanan&kiri brt, atap brt, bagasi brt, kap msn brt, spion brt, spakbor brt|;;;;;;;;;
1000012000001;DAIHATSU;SIGRA;SIGRA 1.0 D MT MC;2024;HITAM;1000;T;OTOLINK JAKARTA;JAKARTA;MANUAL;15570;<30k;2025-07-11;79000000;GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;daihatsu;sigra;manual;2024;1;d mc;79000000;D;
1000012522001;TOYOTA;ALL NEW AGYA;ALL NEW AGYA 1.2 G MT;2025;WHITE;1200;T;TRIBIK JAKARTA;JAKARTA;MANUAL;3366;<30k;2025-08-27;120000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, spion baret2, atap baret2, brg2 kons tdk ada|;toyota;agya;manual;2024;1.2;all new g;138000000;G;
1000020254003;TOYOTA;ALL NEW AGYA;ALL NEW AGYA 1.2 G CVT;2024;BLACK;1200;T;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;3177;<30k;2025-04-08;139000000;VERY_GOOD;bmpr dpn&blkg brt, body kanan&kiri brt, atap brt, bagasi brt, kap msn brt, spion brt|;toyota;agya;automatic;2023;1.2;all new g cvt;129500000;G;cvt
1000029663004;SUZUKI;NEW XL-7;NEW XL-7 ZETA MT;2024;SNOW WHITE;1500;T;OTOLINK JAKARTA;JAKARTA;MANUAL;10847;<30k;2026-07-07;175000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;suzuki;xl 7;manual;2024;1.5;new zeta;175000000;zeta;
1000711402001;DAIHATSU;GRAN MAX;GRAN MAX PU 1.5 AC PS;2023;ULTRA BLACK DSO;1500;B;OTOLINK JAKARTA;JAKARTA;MANUAL;40455;30k-60k;2025-07-25;105000000;GOOD;kaca dpn retak, pintu kanan&kiri baret2, kap dpn baret2, spion baret2, atap baret2, bak baret2&penyok, brg2 kosn tdk ada|;daihatsu;gran max;manual;2023;1.5;pu ac ps;105000000;Pick Up;ac, ps
1000711416001;TOYOTA;CALYA;CALYA 1.2 G MT;2023;BLACK;1200;T;IBID JAKARTA;JAKARTA;MANUAL;92559;60k-100k;2026-06-27;89500000;GOOD;Kaca depan pecah Bmpr dpn brt pyk Bemper blkg brt pyk Spion kn kiri brt Pintu knan kiri brt Kap mesin brt Atap brt Bagasi blkg brt Body kiri pyk   ex OTOLINK|;toyota;calya;manual;2023;1.2;g;80500000;G;
1000711443001;TOYOTA;VELOZ;VELOZ 1.5 Q CVT;2023;BLACK METALLIC;1500;T;TRIBIK DENPASAR;DENPASAR;AUTOMATIC;22068;<30k;2025-05-15;215000000;VERY_GOOD;lengkap, ybs tidak TTD pada bast karena unit dialihkan dan di amankan oleh pomdam|body baret halus ;toyota;veloz;automatic;2023;1.5;q cvt;215000000;Q;cvt
